ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
394,424,1,2023-08-30 04:07:00,1,9,37,102,13,887,True,False
395,424,2,2023-10-23 23:37:00,1,11,22,100,19,888,True,False
396,425,1,2025-07-31 04:47:00,2,20,75,207,38,889,True,False
397,427,1,2023-08-13 05:41:00,1,9,53,180,25,893,True,False
398,428,2,2023-02-22 13:43:00,1,14,71,58,14,894,True,False
399,429,2,2023-08-09 05:22:00,1,4,74,8,8,897,True,True
400,430,1,2024-02-03 07:14:00,1,2,35,70,14,900,True,True
401,431,2,2025-12-28 03:18:00,1,7,6,212,37,905,True,False
402,435,1,2024-05-29 17:05:00,1,2,14,103,1,913,True,False
403,436,2,2023-11-27 01:09:00,1,2,68,144,27,914,True,True
404,436,1,2023-05-29 19:38:00,1,18,6,64,19,914,True,False
405,438,2,2026-02-07 08:56:00,1,11,20,16,14,921,True,False
406,439,1,2025-09-21 18:06:00,1,16,27,140,25,922,True,False
407,441,2,2023-08-26 06:56:00,1,3,18,201,7,930,True,False
408,443,1,2024-08-15 02:07:00,1,6,17,216,35,933,True,True
409,444,1,2026-05-29 06:27:00,1,16,61,218,33,935,True,False
410,445,1,2026-05-24 02:15:00,1,14,71,202,6,938,True,False
411,446,2,2023-09-08 18:18:00,1,4,22,64,10,939,True,False
412,447,1,2024-11-18 06:21:00,1,8,7,106,39,942,True,True
413,448,2,2024-12-06 10:10:00,1,18,42,45,32,947,True,False
414,451,1,2025-08-13 18:34:00,1,16,36,134,34,953,True,False
415,452,1,2023-04-30 00:23:00,1,17,14,152,22,955,True,True
416,453,2,2025-01-15 16:18:00,4,7,19,219,12,958,True,True
417,455,2,2025-04-09 11:01:00,1,5,34,98,1,962,True,True
418,459,1,2025-02-13 16:41:00,1,8,54,47,17,972,True,False
419,460,1,2023-01-08 20:52:00,1,4,53,105,35,974,True,False
420,460,1,2026-01-03 04:00:00,1,16,61,105,11,974,True,False
421,461,1,2024-04-14 04:35:00,1,6,19,47,12,975,True,False
422,462,2,2023-11-15 16:12:00,1,16,46,156,38,976,True,False
423,465,2,2025-07-15 19:51:00,1,18,15,59,24,982,True,False
424,467,1,2024-10-14 14:59:00,1,11,19,43,34,988,True,False
425,469,2,2026-02-13 01:38:00,1,12,60,135,16,991,True,False
426,470,1,2024-09-06 03:39:00,1,3,37,183,22,994,True,False
427,471,1,2024-06-21 09:30:00,1,5,72,105,30,995,True,False
428,472,1,2023-02-16 12:14:00,1,17,45,128,36,997,True,False
429,473,1,2023-07-19 07:52:00,1,4,57,65,16,999,True,True
430,474,2,2024-12-06 15:50:00,1,11,48,152,37,1002,True,False
431,474,2,2024-01-18 18:57:00,1,18,1,214,27,1002,True,True
432,475,1,2025-11-30 19:51:00,1,12,70,110,1,1003,True,True
433,475,2,2025-05-10 14:15:00,1,13,30,116,18,1003,True,False
434,476,1,2025-06-28 13:05:00,1,11,29,108,36,1005,True,False
435,477,1,2025-11-14 08:12:00,1,8,62,186,26,1007,True,False
436,478,2,2025-10-18 05:20:00,1,10,2,137,19,1009,True,False
437,478,1,2024-03-11 09:32:00,1,9,1,197,3,1008,True,False
438,480,2,2024-05-20 12:38:00,1,11,14,84,35,1011,True,False
439,481,1,2025-02-25 05:53:00,1,19,64,145,25,1013,True,False
440,482,1,2024-05-04 06:14:00,1,15,19,159,22,1014,True,False
441,483,1,2025-12-11 12:14:00,1,11,6,72,2,1015,True,False
442,484,1,2025-06-25 05:06:00,1,20,63,76,11,1016,True,False
443,485,2,2026-01-14 05:57:00,1,14,16,92,16,1017,True,False
444,486,1,2025-03-22 07:08:00,1,16,46,193,3,1023,True,False
445,488,2,2023-01-16 05:09:00,1,10,6,108,7,1027,True,False
446,490,2,2026-06-21 07:31:00,1,7,63,22,39,1030,True,False
447,490,1,2026-04-06 20:21:00,1,1,56,26,25,1030,True,False
448,491,2,2023-05-12 16:47:00,1,9,48,91,39,1032,True,False
449,493,2,2024-03-20 04:47:00,1,10,30,22,25,1035,True,True
450,494,2,2025-06-22 23:18:00,1,13,32,114,1,1037,True,False
451,495,1,2023-06-14 21:28:00,3,7,64,110,27,1040,True,True
452,495,2,2025-05-06 02:08:00,1,6,4,201,37,1040,True,False
453,496,2,2026-01-26 01:26:00,1,11,10,205,40,1041,True,False
454,496,1,2025-03-11 15:40:00,1,3,71,175,29,1042,True,False
455,497,1,2024-11-17 07:08:00,1,14,20,51,32,1047,True,False
456,498,1,2025-02-14 20:33:00,1,3,37,166,33,1049,True,False
457,498,1,2023-06-20 09:54:00,1,16,20,156,20,1049,True,False
